Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Arijit Singh,Yeh Fitoor Mera,59.0,0.449,0.421,4.0,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747,4.717833333,3,3
The Hentchmen,Michigan Blues,9.0,0.414,0.871,,-9.63,1,0.0328,0.0584,0.177,0.0732,0.862,148.588,130000.0,4,2
Jack Johnson,Upside Down,70.0,0.792,0.647,4.0,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,209547.0,4,10
Caylee Hammack,Small Town Hypocrite,67.0,0.409,0.503,3.0,-6.859,1,0.0424,0.442,,0.0867,0.193,73.104,241899.0,4,1
Chris de Burgh,The Lady In Red - Live,35.0,0.465,0.467,10.0,-8.632,1,0.0531,0.939,1.37e-05,0.723,0.412,80.03,4.10245,4,9
Post Malone,Only Wanna Be With You - Pok√©mon 25 Version,76.0,0.47,0.709,7.0,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360.0,4,10
Viagra Boys,Sports,52.0,0.425,0.77,2.0,-4.765,1,0.0463,0.00138,0.268,0.641,0.902,129.452,237547.0,4,6
Powerwolf,Werewolves of Armenia - Rerecorded Version,48.0,0.425,0.938,8.0,-6.223,1,0.0917,0.00254,0.0353,0.207,0.151,146.01,255238.0,4,8
Anson Seabra,Magazines,46.0,0.775,0.424,5.0,-12.276,1,0.0675,0.511,,0.123,0.191,114.95,220050.0,4,9
Depeche Mode,John the Revelator,40.0,0.638,0.957,6.0,-2.349,0,0.0574,0.0501,0.0104,0.355,0.527,130.013,221933.0,4,2
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),67.0,0.452,0.818,2.0,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360.0,4,1
Incubus,Still Not a Player,28.0,0.582,0.878,4.0,-3.642,0,0.296,0.0263,,0.3,0.714,188.327,252627.0,4,10
CRITTER,LEMME,29.0,0.799,0.555,,-6.814,1,0.084,0.0777,0.000554,0.0467,0.8,141.027,160666.0,4,6
Francis of Delirium,I Think I'm Losing,32.0,0.4,0.428,7.0,-6.617,1,0.0341,0.0396,0.0156,0.0973,0.193,123.319,208427.0,4,6
Rosie Flores,This Cat's in the Doghouse,28.0,0.507,0.825,5.0,-6.636,0,0.0748,0.0504,7.48e-05,0.578,0.911,96.993,159227.0,4,10
Gracia Montes,Soy Una Feria,32.0,0.653,0.708,11.0,-7.778,0,0.0527,0.613,0.000731,0.239,0.929,111.386,164000.0,4,9
Our Last Night,winter,60.0,0.451,0.937,2.0,-4.455,1,0.106,0.000383,3.96e-06,0.134,0.524,177.878,175000.0,4,10
Milky Chance,Daydreaming,51.0,0.697,0.771,7.0,-6.222,0,0.0634,0.535,0.00274,0.163,0.662,83.986,199507.0,4,10
LOVA,Dance For The Hell Of It,55.0,0.638,0.705,8.0,-4.499,1,0.0406,0.0178,,0.124,0.503,160.07,195199.0,4,9
Paloma Mami,Traumada,68.0,0.771,0.575,,-5.178,0,0.0794,0.555,0.00818,0.105,0.56,84.522,147084.0,4,9
Snoop Dogg,Bitch Please,62.0,0.869,0.697,7.0,-4.639,1,0.187,0.00838,,0.297,0.804,95.03,234533.0,4,5
Backstreet Boys,Don't Wanna Lose You Now,52.0,0.661,0.548,6.0,-8.433,1,0.0234,0.365,,0.111,0.537,93.0,3.92,4,9
Arik Einstein,◊õ◊©◊ê◊™ ◊ë◊ï◊õ◊î ◊ê◊™ ◊ú◊ê ◊ô◊§◊î - ◊§◊ï◊ñ◊ô - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,30.0,0.608,0.598,10.0,-11.867,0,0.0814,0.0242,,0.251,0.63,133.217,211669.0,4,10
Bryan Adams,Tonight We Have The Stars,29.0,0.551,0.782,11.0,-6.11,0,0.0297,0.0587,,0.13,0.318,113.895,246507.0,4,10
Mourn,Fun at the Geysers,25.0,0.456,0.961,7.0,-4.353,1,0.0772,0.000288,0.00201,0.366,0.712,76.547,118720.0,4,10
Hyro The Hero,Legendary (feat. Brandon Saller of Atreyu),47.0,0.458,0.937,,-6.622,1,0.272,0.00111,,0.394,0.366,160.231,238800.0,4,8
Kevin Ross,Real Black (feat. Voices for Change),33.0,0.67,0.462,4.0,-8.935,0,0.166,0.191,,0.653,0.607,75.064,233836.0,4,5
Foo Fighters,Chasing Birds,56.0,0.62,0.532,2.0,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993,252293.0,4,10
Dark Funeral,Open the Gates,33.0,0.069,0.98,,-7.628,1,0.128,5.9e-06,0.3,0.3,0.0388,196.167,274093.0,4,8
Siouxsie and the Banshees,The Passenger,60.0,0.457,0.93,2.0,-4.544,0,0.0673,0.0309,6.27e-05,0.135,0.294,139.819,309307.0,4,6
"Julia Sheer, Jon D",Little Talks,59.0,0.637,0.263,5.0,-9.094,0,0.0399,0.873,,0.164,0.487,97.423,3.66266667,4,0
Ackerman,dodeca,24.0,0.447,0.901,4.0,-5.791,1,0.0744,0.247,0.282,0.126,0.759,65.974,237787.0,4,6
HUNNY,Xbox Luvr,52.0,0.693,0.824,7.0,-8.139,0,0.0415,0.00726,0.0662,0.0826,0.822,108.018,176708.0,4,1
The Regrettes,Poor Boy,45.0,0.606,0.704,,-4.615,1,0.0519,0.0292,6.79e-06,0.105,0.686,106.96,195722.0,4,1
Marduk,Serpent Sermon,30.0,0.307,0.778,8.0,-6.059,0,0.118,0.000301,0.787,0.199,0.037,110.421,278400.0,4,8
Tigercub,Stop Beating on My Heart (Like a Bass Drum),45.0,0.493,0.711,5.0,-5.994,1,0.0684,0.00496,2.71e-05,0.519,0.313,138.032,225068.0,4,10
Taylor Swift,champagne problems,78.0,0.462,0.24,,-12.077,1,0.0377,0.92,,0.113,0.32,171.319,244000.0,4,9
Lonesome Shack,Too Bad,21.0,0.59,0.857,4.0,-8.501,0,0.031,0.123,0.474,0.109,0.51,112.628,190627.0,4,2
Hanan Ben Ari,◊ú◊ê ◊ú◊ë◊ì,38.0,0.556,0.583,2.0,-6.407,0,0.0329,0.105,1.76e-06,0.167,0.389,129.817,225347.0,4,9
Ricky Kej,Milan (The Coming Together),23.0,0.602,0.526,6.0,-10.085,1,0.0333,0.279,0.257,0.106,0.303,160.006,356807.0,4,6
ICE,Kassa,30.0,0.888,0.584,6.0,-7.525,1,0.142,0.141,3.25e-06,0.0731,0.724,101.996,144827.0,4,9
Fuel,Shimmer,56.0,0.48,0.792,7.0,-6.443,1,0.0411,0.00238,,0.169,0.465,114.605,214067.0,4,10
Nick Leng,One More Time,43.0,0.667,0.757,,-6.818,1,0.0285,0.155,2.68e-05,0.414,0.77,112.029,199440.0,4,6
Joe Lovano,Stella By Starlight,49.0,0.581,0.163,,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,5.796216667,4,7
Dennis Gruenling,You Got It,11.0,0.65,0.5,10.0,-5.522,1,0.0482,0.979,0.000106,0.127,0.891,109.935,194587.0,4,2
Twin Peaks,What's The Matter,30.0,0.511,0.698,7.0,-7.057,1,0.0413,0.0958,0.000214,0.375,0.858,170.746,201920.0,4,6
Faith Healer,Julien Baker,,0.413,0.623,4.0,-6.83,1,0.0318,0.175,0.0014,0.129,0.412,155.843,2.912883333,3,0
Britney Spears,Gimme More,83.0,0.788,0.844,2.0,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240.0,4,9
Delfina Campos,El Astronauta,39.0,0.596,0.338,11.0,-9.68,1,0.0351,0.658,0.038,0.114,0.209,74.013,164524.0,4,6
Gyze,Voyage of the Future,39.0,0.225,0.948,10.0,-1.719,0,0.0865,1.37e-06,0.913,0.148,0.247,170.035,313984.0,4,8
Circle of Dust,Contagion,40.0,0.565,0.977,2.0,-3.326,1,0.041,0.000118,0.32,0.318,0.168,99.996,325200.0,4,8
Concha Piquer,En tierra extra√±a,31.0,0.435,0.326,6.0,-8.459,0,0.0406,0.951,1.7e-06,0.546,0.473,107.49,173333.0,4,9
andy polk,pins&needles,39.0,0.618,0.917,,-4.944,1,0.11,0.0131,,0.149,0.811,84.797,147205.0,4,10
A$AP Ferg,Dennis Rodman (feat. Tyga),68.0,0.741,0.537,1.0,-6.797,1,0.143,0.0358,,0.146,0.233,80.454,198307.0,4,5
Coheed and Cambria,A Favor House Atlantic,59.0,0.294,0.97,4.0,-4.942,1,0.265,0.000706,,0.123,0.144,166.475,234707.0,4,10
The Strokes,The End Has No End,55.0,0.531,0.66,1.0,-3.725,1,0.0335,0.000833,0.855,0.226,0.533,136.027,185560.0,4,6
Uffie,Pop The Glock,39.0,0.933,0.539,10.0,-7.652,0,0.106,0.318,,0.154,0.399,111.961,210307.0,4,6
Lonely Robot,Keeping People as Pets,26.0,0.361,0.874,9.0,-7.227,0,0.0538,0.021,0.162,0.0951,0.404,122.942,320680.0,4,10
Goat Girl,Bang,32.0,0.413,0.69,10.0,-6.868,1,0.0299,0.212,0.0241,0.314,0.483,95.26,267533.0,4,6
Luther Allison,Should I Wait,49.0,0.638,0.738,9.0,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600.0,3,2
Nightstalker,Dead Rock Commandos,41.0,0.436,0.862,10.0,-6.353,0,0.0455,0.000625,0.365,0.148,0.254,92.995,196867.0,4,10
END,Pariah,39.0,0.182,0.911,,-3.404,1,0.0556,6.87e-06,0.00269,0.299,0.323,138.149,209940.0,4,8
Paul McCartney,Pretty Boys (feat. Khruangbin),56.0,0.696,0.979,11.0,-5.338,0,0.0445,0.00244,0.768,0.116,0.962,101.021,348859.0,4,6
Nicki Bluhm,To Rise You Gotta Fall,34.0,0.416,0.634,9.0,-8.917,1,0.0615,0.535,0.0406,0.0959,0.785,167.267,296388.0,4,2
5 Seconds of Summer,She's Kinda Hot,71.0,0.664,0.908,4.0,-4.806,1,0.0317,0.00182,,0.109,0.889,118.031,216454.0,4,9
William Carter Band,Peace,47.0,0.505,0.15,10.0,-17.508,1,0.0335,0.972,0.836,0.11,0.169,101.114,3.229583333,4,7
Muse,Panic Station,60.0,0.671,0.766,2.0,-3.1,1,0.0378,0.00224,0.000154,0.159,0.726,104.99,184200.0,4,10
The Only Ones,Another Girl Another Planet,51.0,0.325,0.838,1.0,-6.501,0,0.144,0.0327,0.00042,0.126,0.449,156.507,181173.0,4,1
Hedningarna,R√§ven,46.0,0.591,0.564,2.0,-11.03,1,0.0427,0.0126,0.843,0.11,0.405,147.22,292773.0,4,8
Sleep Waker,Melatonin,42.0,0.412,0.97,2.0,-3.309,1,0.258,0.000981,0.0242,0.115,0.251,174.978,208486.0,4,8
Oscar Peterson Trio,Have You Met Miss Jones?,45.0,0.698,0.0926,2.0,-20.716,0,0.05,0.861,0.49,0.0887,0.0961,81.187,4.230666667,4,7
The Midnight,Because The Night,54.0,0.719,0.572,11.0,-7.548,0,0.0309,0.336,,0.133,0.529,118.01,216440.0,4,6
California Wives,Blood Red Youth,43.0,0.519,0.771,7.0,-4.874,1,0.0344,0.00048,0.359,0.079,0.597,150.938,258120.0,4,6
ZZ Top,Legs - 2008 Remaster,63.0,0.611,0.946,4.0,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,4.56511667,4,10
Aviv Geffen,◊©◊ô◊® ◊¢◊¶◊ï◊ë,26.0,0.399,0.44,,-11.149,1,0.026,0.189,0.0457,0.197,0.488,168.467,205933.0,4,10
Urban Dance Squad,Demagogue,37.0,0.643,0.98,2.0,-6.171,1,0.0623,0.0118,5.71e-05,0.642,0.686,94.819,246627.0,4,10
Bleachers,Stop Making This Hurt,57.0,0.691,0.864,,-7.206,1,0.0417,0.0766,,0.0853,0.756,109.201,199627.0,4,9
vern matz,Funny Water,31.0,0.705,0.625,8.0,-8.383,1,0.0276,0.285,0.0194,0.109,0.891,112.808,203074.0,4,10
Carl Butler,Don't Let Me Cross Over,46.0,0.59,0.188,7.0,-12.253,1,0.0302,0.871,,0.0877,0.521,113.907,2.951783333,3,4
PWNT,Shortcuts,34.0,0.736,0.475,10.0,-10.879,1,0.0255,0.00292,0.749,0.129,0.742,101.0,154053.0,4,1
Persona La Ave,Surfer Girl,34.0,0.435,0.729,6.0,-4.697,0,0.0487,0.941,0.898,0.756,0.646,165.897,375876.0,4,6
Kodak Black,Basement on Fire,62.0,0.903,0.52,10.0,-8.534,1,0.237,0.173,,0.0759,0.824,141.968,131809.0,4,5
Gerry Cinnamon,Where We're Going,59.0,0.518,0.823,9.0,-7.374,1,0.0348,0.00173,1.03e-06,0.0764,0.536,157.919,240330.0,4,6
Robin Trower,United State of Mind,30.0,0.696,0.63,7.0,-8.057,1,0.0287,0.387,1.57e-05,0.352,0.883,96.032,218125.0,4,2
Wig Wam,Kilimanjaro,33.0,0.448,0.585,1.0,-12.226,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,235727.0,4,10
Kishore Kumar,Kehna Hai Kehna Hai,24.0,0.383,0.345,4.0,-11.136,1,0.0426,0.934,2.78e-06,0.374,0.778,143.279,3.684666667,3,3
BODEGA,How Did This Happen !?,30.0,0.649,0.791,4.0,-4.556,0,0.0515,0.136,0.000439,0.181,0.877,149.862,180938.0,4,10
Rod Wave,Street Runner,75.0,0.613,0.61,5.0,-8.633,0,0.246,0.211,0.000361,0.152,0.433,160.004,252021.0,4,5
A.A. Bondy,Images of Love,34.0,0.721,0.37,6.0,-9.69,1,0.0332,0.245,0.00912,0.0769,0.629,84.991,219000.0,4,1
Volbeat,Our Loved Ones,49.0,0.438,0.798,7.0,-5.453,0,0.0299,0.000129,0.000383,0.251,0.308,149.981,290547.0,4,10
The Tornados,Telstar,43.0,0.196,0.751,9.0,-7.39,1,0.0405,0.00252,0.667,0.378,0.629,145.719,195093.0,4,6
Arcade Fire,Reflektor,59.0,0.585,0.717,11.0,-8.379,0,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984.0,4,10
FRVRFRIDAY,TIME FOR YOU,60.0,0.707,0.449,5.0,-9.269,0,0.0362,0.0456,,0.137,0.359,125.096,203626.0,4,5
alt-J,Tessellate,58.0,0.68,0.611,2.0,-6.47,1,0.0439,0.374,0.0436,0.119,0.423,116.952,182667.0,4,1
Bad Nerves,Dreaming,32.0,0.449,0.958,6.0,-6.602,0,0.123,5.33e-06,0.000116,0.148,0.389,107.458,129373.0,4,10
Icon For Hire,Brittle,53.0,0.623,0.881,11.0,-4.633,0,0.0511,0.00247,,0.132,0.238,145.975,208500.0,4,8
Valerio Castilla,Guarisci il mio Cuore,50.0,0.498,0.0749,4.0,-22.481,0,0.0473,0.982,0.925,0.111,0.263,106.329,3.154166667,4,7
Herbie Hancock,Watermelon Man - Remastered,55.0,0.612,0.526,,-8.558,0,0.0272,0.727,0.0331,0.183,0.594,129.341,429267.0,4,2
The Birthday Party,Release The Bats,30.0,0.301,0.972,9.0,-4.91,0,0.274,0.00674,0.758,0.959,0.495,151.413,185867.0,4,10
The Du Droppers,I Wanna Know,35.0,0.611,0.486,,-12.781,0,0.0576,0.799,,0.125,0.887,79.284,137707.0,4,2
Safety Dance,Oil,26.0,0.258,0.869,4.0,-7.583,0,0.0561,0.00127,0.59,0.125,0.442,164.914,194371.0,4,6
Omer Adam,◊ó◊ë◊®◊ï◊™ ◊©◊ú◊ö 2,34.0,0.771,0.763,,-5.015,0,0.073,0.427,0.000103,0.146,0.672,109.962,181500.0,4,9
Sevendust,Home,45.0,0.622,0.941,9.0,-4.651,1,0.162,0.0027,0.00185,0.132,0.552,89.756,214000.0,4,10
Petey Pablo,Raise Up,55.0,0.735,0.844,1.0,-5.215,1,0.167,0.142,,0.319,0.742,156.069,286427.0,4,5
Fever Tree,San Francisco Girls (Return Of The Native),5.0,0.188,0.516,2.0,-9.793,1,0.032,0.452,0.799,0.451,0.501,77.898,252200.0,4,10
E-Z,◊û◊ô ◊û◊ï◊õ◊ü,19.0,0.766,0.907,7.0,-3.058,0,0.264,0.619,,0.369,0.903,101.952,271440.0,4,5
Dumpstaphunk,United Nations Stomp (feat. Marcus King),44.0,0.392,0.897,11.0,-3.835,1,0.0992,0.00161,0.000221,0.0416,0.561,184.053,347000.0,4,10
Austin TV,Voces iluminadas por sonrientes,30.0,0.283,0.643,4.0,-5.328,1,0.0305,9.6e-05,0.649,0.162,0.362,140.559,284413.0,4,10
Priyani Vani Panditt,Mohan Bin Radha,22.0,0.537,0.619,,-7.68,1,0.0445,0.705,0.000399,0.129,0.187,95.042,3.32765,4,0
Vincenzo Martinelli,Soleares,43.0,0.373,0.306,2.0,-15.707,1,0.0393,0.388,0.925,0.103,0.464,107.77,3.54955,3,7
Steve Earle,Guitar Town,59.0,0.661,0.496,7.0,-15.53,1,0.0357,0.229,,0.0753,0.948,165.549,2.587783333,4,4
Seb Wildblood,Room with No View (feat. Boxed In),40.0,0.628,0.86,,-8.214,1,0.0345,0.146,0.822,0.114,0.447,125.995,213452.0,4,6
–ì—Ä—É–ø–ø–∞ –•–º—É—Ä—ã–π,–ù–ï–í–ó–ê–ò–ú–ù–û (–ù–ï –°–û –ú–ù–û–ô),25.0,0.484,0.863,10.0,-7.548,1,0.0465,0.00198,0.582,0.0667,0.623,133.052,186500.0,4,6
Billy Price,Love Don't Love Nobody,11.0,0.491,0.338,5.0,-8.924,1,0.0335,0.777,6.18e-06,0.0897,0.224,139.199,406707.0,3,2
Disclosure,Latch,72.0,0.503,0.727,1.0,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632.0,4,9
Blondie,Shayla - Remastered,40.0,0.333,0.486,4.0,-8.875,1,0.0294,0.102,0.000111,0.114,0.147,114.697,238467.0,4,10
Wild the Coyote,Dog Days,24.0,0.77,0.676,6.0,-4.888,0,0.0467,0.301,2.77e-06,0.34,0.733,91.988,248478.0,4,2
Black Foxxes,Badlands,35.0,0.598,0.806,10.0,-7.305,0,0.032,0.000188,0.0126,0.0877,0.418,107.501,509147.0,4,1
Lata Mangeshkar,Aaja Re Pardesi,17.0,0.461,0.318,7.0,-13.12,1,0.0418,0.968,0.631,0.14,0.479,91.535,4.418616667,4,3
Nurit Galron,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö),28.0,0.564,0.316,7.0,-10.147,1,0.0315,0.635,0.0064,0.128,0.183,139.908,223080.0,4,9
Hadag Nahash,Reggae Habatlan (The Loafer Man Reggae),17.0,0.757,0.668,5.0,-8.535,1,0.0834,0.00756,6.03e-05,0.0811,0.325,128.0,224052.0,4,5
nickname jos,regroup,28.0,0.722,0.407,3.0,-11.688,1,0.0399,0.608,0.317,0.102,0.576,149.884,176091.0,4,6
Caskets,Lost in Echoes,52.0,0.442,0.937,7.0,-6.693,0,0.0723,0.00368,0.000116,0.0814,0.444,75.034,217815.0,4,10
Agam Buhbut,◊ô◊î◊ú◊ï◊ù - Prod. By Triangle,56.0,0.772,0.616,,-3.667,1,0.0479,0.0494,,0.152,0.562,119.963,162091.0,4,9
Backstreet Boys,Show Me the Meaning of Being Lonely,67.0,0.63,0.625,6.0,-5.088,0,0.0252,0.231,,0.0765,0.683,167.998,3.916,4,9
Tunde Jegede,Jairaby Lé,27.0,0.24,0.176,9.0,-20.538,0,0.0397,0.953,0.865,0.109,0.279,75.993,5.519816667,4,7
"Duke Ellington, John Coltrane",My Little Brown Book,,0.514,0.0814,,-17.149,0,0.0361,0.978,0.00873,0.219,0.232,64.97,5.386666667,3,7
Robert Randolph & The Family Band,Smile,24.0,0.298,0.726,9.0,-7.375,1,0.0347,0.0141,2.21e-06,0.0965,0.444,172.659,293173.0,4,2
FXXXXY,Yeah Kool (feat. Lil Uzi Vert),61.0,0.746,0.654,10.0,-5.856,0,0.0613,0.0117,,0.101,0.265,130.048,200298.0,4,5
The White Stripes,The Hardest Button to Button,65.0,0.693,0.514,4.0,-8.489,0,0.0675,0.00972,0.323,0.103,0.553,128.47,212427.0,4,10
Sad Night Dynamite,Smoke Hole,52.0,0.835,0.523,3.0,-7.227,0,0.0459,0.00536,0.137,0.157,0.588,100.026,167613.0,4,10
Nickelback,Far Away,,0.512,0.783,11.0,-5.209,1,0.0311,0.00108,,0.1,0.303,133.0,241427.0,4,10
Ólafur Arnalds,saman - string quartet version,36.0,0.187,0.159,,-15.417,0,0.0436,0.982,0.718,0.116,0.0593,87.594,2.806066667,4,7
Scott Stevens,Neon On Ya,48.0,0.698,0.553,1.0,-7.615,1,0.0583,0.02,0.00174,0.0837,0.519,117.015,217489.0,4,10
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),67.0,0.452,0.818,2.0,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360.0,4,10
piglet,Mill,30.0,0.452,0.416,,-10.239,1,0.0272,0.409,0.12,0.298,0.248,82.005,260775.0,4,6
Kllo,Virtue,28.0,0.72,0.748,,-7.497,1,0.0704,0.363,0.045,0.122,0.26,127.994,220265.0,4,6
Director's Vision,Across My Face,20.0,0.418,0.581,8.0,-11.13,1,0.0316,0.00579,0.676,0.182,0.0706,189.848,139421.0,4,6
TOOL,Forty Six & 2,67.0,0.375,0.682,,-6.898,0,0.0364,0.00152,0.598,0.0897,0.396,159.23,363067.0,4,8
Seba Kaapstad,Our People (feat. Quelle Chris),41.0,0.611,0.666,1.0,-7.975,0,0.225,0.597,,0.409,0.533,86.991,191022.0,4,1
The Neighbourhood,Lost in Translation,64.0,0.568,0.891,,-5.786,1,0.0376,0.000896,0.000137,0.357,0.522,104.954,190227.0,4,6
Linkin Park,In the End,83.0,0.556,0.864,3.0,-5.87,0,0.0584,0.00958,,0.209,0.4,105.143,216880.0,4,10
Flawes,When We Were Young,35.0,0.7,0.798,,-6.789,1,0.0832,0.0563,4.05e-05,0.171,0.359,115.983,211091.0,4,1
"Depeche Mode, Francois Kevorkian",Personal Jesus - Original Single Version,62.0,0.637,0.682,11.0,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,3.74845,4,10
Aviv Geffen,◊©◊ï◊û◊ß◊ï◊ù,19.0,0.417,0.522,7.0,-8.896,0,0.0306,0.000191,0.00883,0.147,0.0789,125.088,264520.0,4,10
Dream Theater,Paralyzed,44.0,0.465,0.936,6.0,-5.05,1,0.138,8.84e-05,0.000328,0.0661,0.461,82.006,257800.0,4,8
Cavetown,Let Me Feel Low (feat. Miloe),52.0,0.728,0.456,7.0,-7.93,1,0.0279,0.38,0.0467,0.0855,0.136,114.008,275146.0,4,6
Walk Off the Earth,Red Hands,49.0,0.688,0.846,,-5.867,1,0.0268,0.00558,,0.223,0.672,102.523,180880.0,4,10
Jayshri Prakash,Govardhana Giridhaara,20.0,0.727,0.636,7.0,-3.529,0,0.0307,0.228,,0.064,0.69,131.987,6.397116667,4,0
Fangclub,Hesitations,43.0,0.428,0.696,9.0,-6.416,1,0.0322,0.000352,0.000368,0.0944,0.612,167.891,217560.0,4,10
Born Of Osiris,The Accursed,39.0,0.381,0.975,1.0,-5.725,1,0.219,0.023,1.54e-05,0.276,0.103,196.052,206750.0,4,8
Mel Tillis,"Midnight, Me And The Blues",30.0,0.647,0.282,3.0,-15.042,1,0.0319,0.843,0.00134,0.182,0.753,132.169,2.836666667,4,4
The Acacia Strain,Solace and Serenity,34.0,0.523,0.982,,-4.795,1,0.0962,3.47e-05,0.00126,0.095,0.123,121.994,277324.0,4,8
Master P,Make 'Em Say Ugh,55.0,0.601,0.73,6.0,-6.88,0,0.464,0.0121,,0.229,0.371,83.233,306467.0,4,5
PJ Harvey,Rid Of Me,51.0,0.715,0.0885,9.0,-20.682,0,0.0521,0.00485,0.00694,0.155,0.544,125.383,268827.0,4,1
Wolfmother,Joker And The Thief,64.0,0.264,0.8,,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,279667.0,4,1
Alex Lahey,Perth Traumatic Stress Disorder,32.0,0.323,0.901,,-4.818,1,0.0719,3.15e-05,1.77e-05,0.486,0.52,180.293,135645.0,4,10
Funeral For A Friend,Roses for the Dead,1.0,0.372,0.943,11.0,-3.184,1,0.0482,8.95e-05,,0.299,0.597,105.231,245293.0,4,10
Ravid Plotnik,◊û◊¢◊†◊ò◊ñ◊™ (◊†◊¶'◊ô ◊†◊¶'),24.0,0.615,0.82,7.0,-3.161,1,0.109,0.266,,0.853,0.665,153.823,131960.0,4,5
DIIV,Under the Sun,54.0,0.552,0.851,2.0,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,227000.0,4,10
The Kooks,Petulia,32.0,0.772,0.275,4.0,-11.312,1,0.032,0.869,5.33e-06,0.138,0.422,89.895,162347.0,4,10
Zachary Knowles,dancing in the kitchen,59.0,0.819,0.652,2.0,-8.466,1,0.0515,0.124,0.000752,0.527,0.967,126.01,177420.0,4,9
The Coral,Pass It On,53.0,0.395,0.727,7.0,-6.015,1,0.0375,0.282,7.12e-06,0.0683,0.872,179.097,139133.0,4,1
Jorja Smith,Be Honest (feat. Burna Boy) (acoustic),51.0,0.689,0.264,,-10.809,1,0.229,0.742,,0.0982,0.695,91.948,191170.0,4,9
Yak,Bellyache,26.0,0.214,0.84,6.0,-3.822,1,0.0523,0.0278,5.9e-05,0.0928,0.316,167.51,221893.0,4,1
KALEO,Alter Ego,54.0,0.543,0.739,1.0,-5.618,1,0.0399,0.00379,2.29e-06,0.343,0.665,122.016,248133.0,4,10
Sonia Sanchez,Blk/ Wooomen/ chant,14.0,0.688,0.127,7.0,-18.816,1,0.891,0.936,1.32e-05,0.0943,0.377,88.504,66093.0,4,5
I Am Haunted,Curses,33.0,0.401,0.973,10.0,-2.985,0,0.178,0.000733,1.85e-06,0.15,0.316,104.401,208955.0,4,8
Bully,Where to Start,44.0,0.341,0.875,9.0,-4.581,1,0.0406,2.32e-05,0.126,0.135,0.477,78.948,180601.0,4,1
Temples,Certainty,43.0,0.488,0.811,5.0,-8.948,1,0.0551,0.00159,0.000576,0.208,0.316,92.493,264733.0,4,1
Glass Animals,Heat Waves,84.0,0.761,0.525,11.0,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4,1
Angra,Wuthering Heights,50.0,0.503,0.681,10.0,-4.76,1,0.035,0.359,,0.384,0.402,119.861,279933.0,4,8
No Love For The Middle Child,Happy Faces,42.0,0.571,0.654,9.0,-6.342,0,0.0314,0.000559,1.66e-06,0.194,0.383,74.987,196437.0,4,10
HAIM,The Steps,58.0,0.703,0.714,2.0,-4.967,1,0.0316,0.0197,1.65e-06,0.0849,0.62,116.723,247600.0,4,6
Ablaye Cissoko,Ba - Océan,25.0,0.388,0.361,3.0,-11.061,0,0.039,0.899,0.909,0.159,0.309,79.713,5.44555,4,7
Complex,Tristen,39.0,0.578,0.715,5.0,-9.41,1,0.0341,0.088,0.000808,0.185,0.895,155.885,3.812,4,0
Ruel,too many feelings,67.0,0.754,0.706,5.0,-6.145,1,0.0923,0.237,3.46e-05,0.097,0.536,81.943,186935.0,4,9
Olly Murs,You Don't Know Love - Acoustic,35.0,0.64,0.363,1.0,-6.191,0,0.0393,0.755,,0.0664,0.432,124.622,194733.0,4,9
Fantastic Negrito,Working Poor,39.0,0.765,0.636,4.0,-8.158,0,0.0479,0.0563,0.000337,0.118,0.518,83.524,240726.0,4,2
"Wolfgang Amadeus Mozart, Christian Tetzlaff, Lars Vogt","Violin Sonata No. 32 in B-Flat Major, K. 454: II. Andante",21.0,0.235,0.0272,3.0,-26.299,1,0.0449,0.988,0.267,0.0975,0.141,96.095,6.836266667,4,7
Henson Cargill,Skip a Rope,43.0,0.686,0.402,4.0,-16.234,1,0.0563,0.761,0.0272,0.196,0.692,143.495,2.64445,4,4
The Blinders,Mule Track,47.0,0.261,0.667,7.0,-8.211,1,0.0311,0.0812,0.806,0.099,0.188,145.276,235687.0,3,10
